id,latitude,longitude,datetime,decibel_level,hour,day_of_week,is_weekend,temperature_c,humidity_%,wind_speed_kmh,precipitation_mm,traffic_density,near_airport,near_highway,near_construction,population_density,park_proximity,industrial_zone,vehicle_count,honking_events,public_event,holiday,school_zone,noise_complaints,sensor_id
45,40.60351199264000,-73.76993015332530,2023-05-20 23:57:00,67.22289855800850,23,5,1,19.046192627643200,69.68632992906600,17.917696687086600,2.430343589287400,3,0,0,1,13863,0,0,24,1,0,0,0,3,32
46,40.76500891374160,-73.83859284839580,2023-03-12 02:55:00,77.78865813313390,2,6,1,23.395251467331500,86.54144091531570,34.05128848866120,0.4524931317295600,4,0,0,0,12957,0,0,23,7,0,0,0,3,29
47,40.624684430435800,-74.16616581905000,2023-02-17 02:44:00,55.476836192612000,2,4,0,34.67199472212780,37.12313918365860,31.026185413041300,2.2068041058420100,2,0,1,1,2615,0,0,26,6,0,1,0,1,12
48,40.70802720847110,-73.84608245138510,2023-06-30 14:59:00,58.23004861541470,14,4,0,23.79065275360200,72.22916847670500,11.525979561335,0.40295084769207000,1,0,1,0,11582,1,0,16,6,0,0,0,0,15
49,40.71868411173730,-73.92823089132870,2023-04-21 09:13:00,57.27340554729180,9,4,0,26.11887976471840,56.457091030085800,12.959044262461600,1.9010265320042000,4,0,0,0,28338,1,0,21,4,1,0,0,1,15
50,40.57394178221020,-74.15913732712660,2023-10-28 08:21:00,73.3019181186261,8,5,1,14.458236607085000,38.798999843444900,27.155129295623900,1.0619195236573000,2,0,1,0,10397,0,0,21,6,0,0,1,2,35
51,40.887833851105800,-73.97084967923570,2023-06-20 13:31:00,74.00398588395060,13,1,0,10.818923258213700,74.36247878574730,22.527923697926400,2.121474437898680,2,0,0,0,5026,1,0,24,5,0,0,0,3,35
52,40.810053129344400,-73.95765185643500,2023-01-05 19:47:00,69.51225319318510,19,3,0,18.43631944733390,58.655559612169300,6.4891828438598800,10.61784782694370,3,1,1,0,7869,0,0,15,3,0,0,0,1,43
53,40.875799576625700,-74.11711272991840,2023-11-27 23:45:00,76.83493666889930,23,0,0,18.750189406817200,66.2681674454773,12.397196369166700,5.55534613875186,1,0,0,0,11871,1,1,26,1,0,0,0,1,14
54,40.85793094017110,-73.72715092649990,2023-09-14 03:26:00,53.21959132623620,3,3,0,10.45041081044780,42.60307480045310,35.999331075146200,0.008581901623938990,1,0,0,0,19830,1,0,23,5,0,0,0,3,39
55,40.73915999152440,-73.77501231425970,2023-10-19 04:55:00,81.67224111551140,4,3,0,16.77293829067190,53.689176627932400,27.526977468890500,4.333291579768820,2,0,1,0,4312,1,1,21,4,0,0,0,2,18
56,40.868749694009200,-73.86548883133550,2023-05-21 02:16:00,80.23238621712260,2,6,1,20.795223212033900,63.214797569164700,39.43897270742080,0.13760891099407500,3,0,0,0,9014,0,0,14,1,0,0,0,0,38
57,40.535397000820800,-73.9688522194997,2023-08-14 19:47:00,72.35621997245750,19,0,0,20.52275376512660,48.34375699888910,30.680501199230800,6.117198727441800,2,0,0,1,24241,1,0,14,4,0,0,1,0,22
58,40.578393144967700,-73.99411722920780,2023-07-21 17:16:00,82.8179890877106,17,4,0,21.53001497368990,33.88607778933910,37.678977285743600,0.6620859052652190,5,1,0,0,6019,1,0,18,1,0,0,0,0,38
59,40.518090915564200,-73.87451326642450,2023-11-16 23:29:00,48.43376792322230,23,3,0,20.036753110962100,87.31483446207130,8.647542954819020,0.9626463660030250,5,0,0,0,29963,0,0,27,3,0,0,0,1,11
60,40.630132132305300,-73.92728406529660,2023-08-01 12:53:00,59.755518637373500,12,1,0,14.45093938510960,55.80272780298320,30.85939499267700,0.1922250545846040,3,1,1,1,11293,1,0,20,5,0,1,0,3,3
61,40.65547091587580,-74.16886344705910,2023-05-22 15:50:00,57.64696539318050,15,0,0,14.402695613458100,71.37442592013900,0.8087008059118970,0.23818148690730300,2,0,0,0,4216,1,1,20,2,0,0,0,2,14
62,40.608539612709600,-73.94374867561480,2023-09-10 07:57:00,72.21479323757340,7,6,1,9.607340214042870,48.77330354892410,26.830400868461400,2.594667249082070,3,0,1,1,22859,0,1,21,7,0,0,0,0,44
63,40.83149500366080,-73.79679819138360,2023-12-14 16:22:00,54.498592603978500,16,3,0,30.493425274295700,44.85922348180010,18.771291124809700,5.776708076662630,2,0,0,0,21053,0,0,20,5,0,0,1,2,25
64,40.64270133067740,-73.97038006120150,2023-09-12 23:37:00,72.57495149337490,23,1,0,18.09415255233510,48.50150089269880,13.870402876802700,1.8870592034967200,2,0,0,0,12222,1,0,19,2,0,0,0,3,14
65,40.61237380387500,-74.17402171122290,2023-12-13 03:19:00,78.70536143996710,3,2,0,16.426028609436000,48.643765064995500,34.49617409172360,2.5165061317640300,5,0,0,0,19908,0,0,16,2,0,0,0,2,47
66,40.717078433263300,-73.80686090030800,2023-10-30 20:58:00,71.95202900084,20,0,0,11.498455429832800,58.09260811593680,34.17070770630120,2.870714979697610,4,0,1,0,29693,0,1,18,6,0,0,0,1,31
67,40.55636968998990,-74.09931810893200,2023-04-03 20:47:00,67.83751023661500,20,0,0,38.549605316294400,58.04289089869540,0.8920681959457430,0.6098308331530350,1,0,0,1,24882,0,0,29,1,0,0,0,1,25
68,40.82087879230160,-74.07068958255600,2023-09-25 23:15:00,55.121266590992500,23,0,0,10.486703774439700,54.800767111801000,24.38020489797720,0.09256883727958700,1,0,0,0,14603,0,0,24,1,0,0,0,1,41
69,40.52982025747190,-74.11764682328390,2023-10-27 05:18:00,56.53149033874640,5,4,0,14.998064520757500,29.435004944220700,14.713288972838300,0.0037489993929705600,3,0,0,0,28883,0,0,30,2,0,0,0,1,19
70,40.894754774640200,-74.03489246756430,2023-03-02 05:52:00,77.49618905296670,5,3,0,20.910857854002400,54.72528349503720,16.626440060018000,0.8635646243494640,1,0,0,0,14340,0,0,17,2,0,0,0,1,12
71,40.80889790771870,-73.82162424715570,2023-07-28 10:56:00,72.79349003905330,10,4,0,22.201490760209900,31.837273029445600,33.281629568751000,0.5527306401305700,5,0,1,0,11934,0,0,22,2,0,1,0,2,7
72,40.57948627261370,-73.94030707024800,2023-04-16 12:55:00,64.60980480622460,12,6,1,24.705524386509800,28.82950504070360,12.393590861107100,0.12868822684354800,4,0,0,0,19345,1,1,24,1,0,0,0,1,49
73,40.50220884684940,-74.09755936292460,2023-05-07 08:02:00,60.8209045423411,8,6,1,30.653259554384800,85.28520021388170,37.7219524255048,0.3957517021238950,2,0,0,0,23687,0,1,21,2,0,1,1,0,14
74,40.82618457138190,-73.76108496092400,2023-09-01 22:57:00,44.74192126888620,22,4,0,21.543103588225000,62.346500920339300,7.18535305488563,0.265917737707529,2,0,0,1,5625,0,1,21,2,0,0,1,2,29
75,40.78274293753910,-73.76020907252420,2023-08-13 22:52:00,54.291475813155600,22,6,1,10.607784400233300,66.1643040687209,26.50889693472710,4.927348457735650,5,0,0,1,29197,0,0,16,2,0,0,0,0,47
76,40.79160286721640,-73.764710787477,2023-04-13 09:02:00,84.11419087139720,9,3,0,16.20138412414750,48.125556923335500,26.884202680550600,0.3022673026811700,1,0,0,0,9292,0,0,18,8,0,0,1,3,14
77,40.80850813867440,-74.08060189430920,2023-07-20 17:47:00,52.195444289975300,17,3,0,20.154826607597200,83.62866243404050,10.087806457116700,1.5428595535576400,2,0,0,0,10505,0,0,14,2,0,0,0,1,23
78,40.529617860693600,-73.97438032790950,2023-07-31 16:51:00,66.8947982122108,16,0,0,32.47758229054080,64.65513427057660,12.990024358688100,1.7984049188054200,1,1,0,0,4448,0,0,19,4,0,0,0,1,14
79,40.643386291417700,-73.70750517192960,2023-04-12 09:55:00,75.07443973195200,9,2,0,8.215361651029920,73.84189086665110,33.391939703197600,1.5682869709516800,5,0,0,0,20628,1,0,27,3,0,0,0,1,23
80,40.54634762381010,-73.81399376184500,2023-10-19 12:01:00,52.450773319977100,12,3,0,26.418035536576600,45.79937283194000,30.4722101981981,0.2086253168506900,2,0,0,0,15678,0,0,16,6,0,0,0,0,8
81,40.84524137035020,-74.18641628938720,2023-04-14 11:06:00,66.84710474781080,11,4,0,19.259400586824900,87.20083165733880,13.163835212590400,0.7677938505003060,3,0,1,0,7047,0,0,19,2,0,0,0,1,13
82,40.74931925073100,-74.16739770436980,2023-04-28 18:16:00,74.37915537510660,18,4,0,23.864813746606400,77.43229031108210,21.358261877397400,0.10526276258628500,4,0,1,0,27477,1,0,15,1,0,0,0,1,36
83,40.63235920994110,-73.96803431159380,2023-11-22 01:12:00,65.12499321907250,1,2,0,17.286036983548500,79.77639241101810,2.4672118501238200,1.0072694609668800,1,0,0,1,22058,0,0,24,2,0,0,0,0,44
84,40.52542334011440,-73.74538989706920,2023-03-07 13:25:00,93.68403055666770,13,1,0,12.102971589115700,32.0535987198028,8.34983529594517,0.4179856221388210,1,0,0,1,2214,1,0,17,3,0,1,0,1,1
85,40.62439292868630,-73.93064910102370,2023-11-29 13:38:00,48.31400741121800,13,2,0,23.256109455809300,38.96742455098540,19.432822354416000,1.6493955104720900,1,0,1,0,24990,1,0,23,5,0,0,0,1,37
86,40.630073328810700,-73.95109374598290,2023-05-25 12:49:00,75.5872852988388,12,3,0,22.58101718973940,39.99386197785040,3.4389494111684600,2.3605672036189200,1,0,1,0,21010,0,0,15,3,0,0,0,1,26
87,40.79184247133520,-74.14726315002170,2023-04-18 09:06:00,63.27198262603540,9,1,0,24.804398760178100,38.96364562728100,33.7332941956775,1.5190862548303400,5,0,0,0,26365,1,0,23,5,0,0,0,0,4
88,40.75502298854210,-73.87160994763790,2023-09-02 13:37:00,72.71920154836680,13,5,1,17.906867552349600,79.87857134730020,28.720248404305900,1.1391589602769900,5,0,1,0,10558,1,0,18,1,0,0,0,1,16
89,40.85488509703050,-73.78894841969990,2023-04-30 17:42:00,69.41307151699250,17,6,1,13.801245836761100,22.231935664601400,37.74534682593980,0.9798688151820650,5,0,1,0,8875,0,1,19,4,0,0,0,0,25
90,40.68888597006480,-74.00978999624620,2023-07-07 23:18:00,57.668438028900000,23,4,0,7.088491034833110,25.326999228654200,27.738676238561100,3.6864226230663200,5,0,0,0,23652,1,0,17,2,0,1,0,1,19
91,40.54783769837530,-73.81219407453740,2023-05-17 15:17:00,67.28996392459340,15,2,0,23.735612876975800,39.174040944093300,37.61605489048740,0.49530302863648500,2,0,0,1,14919,1,0,19,3,0,0,1,2,20
92,40.7852979148892,-73.7177616730496,2023-05-21 08:38:00,46.42098548601710,8,6,1,20.967226377107900,33.991108225461100,22.180502227638600,2.6501602651169600,5,0,1,1,16225,1,0,20,3,0,0,0,2,26
93,40.80431401944680,-74.09811677043620,2023-05-08 16:39:00,71.03247500571390,16,0,0,11.239521569952300,36.23017297179940,24.008744442478800,2.8333613671823300,2,0,0,0,24196,1,1,16,2,0,0,0,0,32
94,40.7245108790278,-73.93833518440260,2023-06-23 03:41:00,67.98158465990530,3,4,0,14.229984286923600,75.856023247731,39.07884218505040,1.086697655980070,3,1,1,0,12815,1,0,24,3,0,0,0,0,3
95,40.808386871981800,-74.05643102095770,2023-05-18 10:42:00,71.38660168643100,10,3,0,14.732688316339900,59.418861572443300,25.685165874570400,0.7056521470636150,5,0,1,0,6479,0,0,15,3,0,0,0,2,48
96,40.697518238545800,-73.80357279048310,2023-12-20 01:00:00,75.5811832508715,1,2,0,7.619108976123070,20.40394629050780,1.231462754429860,1.2718009329663900,3,0,1,1,26078,0,0,20,3,0,0,0,3,7
97,40.709093131752800,-73.91120331705940,2023-06-04 11:33:00,68.67619840209710,11,6,1,12.276223223764100,50.05259359929370,28.952111065220900,0.19569743529750600,5,0,0,1,1172,0,0,19,8,0,0,0,1,32
98,40.671016407343400,-73.88270879122490,2023-08-03 10:34:00,66.48089419798280,10,3,0,10.063187502355500,48.551944879525100,36.21874768549660,0.09403653748852800,3,0,0,0,18270,0,0,20,6,0,0,1,2,5
99,40.51016765069760,-73.80104292019210,2023-05-07 13:39:00,56.18931663338710,13,6,1,15.112646916784400,27.976168861118000,31.823209991773100,0.23667357666495600,4,0,0,0,26993,1,0,18,1,0,0,0,0,21
100,40.54315657079730,-74.00201476366880,2023-12-12 01:23:00,57.87779236350950,1,1,0,12.82911751169310,67.329925202102,23.353330905016900,0.4144051516604880,3,0,1,0,29108,0,0,20,3,0,0,1,1,30
101,40.512571674274700,-73.74245496579650,2023-09-29 03:09:00,76.86734620177330,3,4,0,6.610965553932760,69.14680318656440,26.85214052374070,1.4030718168656600,2,0,1,0,17044,1,0,20,3,0,1,0,3,20
102,40.75456416450550,-73.93348556637690,2023-02-19 08:42:00,79.36335405705980,8,6,1,32.15813161398640,70.46252533364680,39.60767157006690,3.782761454106340,1,0,0,0,7263,0,0,18,2,0,0,0,1,29
103,40.62574239243050,-74.12102258858230,2023-03-01 17:15:00,62.61889563687950,17,2,0,26.767785117204600,70.99296618910150,3.626483540373530,0.5374388950632530,3,0,0,0,21752,0,0,22,2,0,0,0,2,24
104,40.70342827646590,-73.8520504409156,2023-07-03 01:51:00,65.46002747253270,1,0,0,12.546864049360100,20.003697885260800,26.68979314532960,5.4717271869917,1,0,1,0,12621,1,0,20,2,0,0,0,1,1
105,40.86302658957040,-73.80336932478090,2023-08-10 14:08:00,55.95385625006230,14,3,0,19.906949776575300,86.77445626927060,11.335907782823800,6.1980968245282700,4,0,1,0,10601,0,0,14,8,0,0,0,1,43
106,40.59971689165960,-74.04161916146620,2023-02-08 19:27:00,76.72756845267450,19,2,0,20.922255628749100,76.99461369382640,25.6036158634468,6.383718407572450,4,1,0,1,8056,1,0,28,3,0,0,0,1,25
107,40.66415316921430,-73.77141037150060,2023-10-30 04:55:00,71.65416823691780,4,0,0,26.33760098341430,83.27871876125000,24.304943035357600,3.63492682259825,2,0,0,0,28499,0,0,19,2,0,0,0,0,27
108,40.80222045541720,-73.74692837261710,2023-11-10 05:12:00,84.4121743646375,5,4,0,12.26976481337950,21.09503067152040,6.138273284326480,0.9045633207756700,2,0,1,0,22337,0,1,14,5,0,0,0,0,25
109,40.59151926619670,-74.0615477563111,2023-10-10 19:59:00,56.21676922820260,19,1,0,25.644747487877000,85.37011570500180,8.269865829609570,0.15092158191450700,3,1,1,0,27486,0,0,19,3,0,0,0,4,21
110,40.53079196393150,-73.7082392636424,2023-03-29 03:49:00,61.21992100981780,3,2,0,14.164662870551500,76.68519700816730,24.865183121728500,1.6824534026957100,5,0,1,0,15245,0,0,14,3,0,0,0,2,17
111,40.615900581165500,-74.12964423597560,2023-07-04 06:04:00,67.31445922525570,6,1,0,8.648963170819710,78.60534000710890,5.129197892150970,1.6359766299106700,4,0,0,0,16678,0,0,26,3,0,0,0,1,28
112,40.564488514901600,-74.09899216579880,2023-05-13 20:20:00,71.4648953772577,20,5,1,23.06895591520150,26.530116930537800,10.607235005212900,3.793916890662800,1,0,0,0,1260,0,0,20,1,0,0,0,0,32
113,40.871879060937000,-74.10788758038100,2023-05-17 16:14:00,62.84332362452370,16,2,0,27.035308968857000,71.71446202430180,33.4098219095201,11.038452306671900,5,0,0,1,20736,1,0,22,2,0,0,0,1,44
114,40.823248151825800,-73.75300514499610,2023-07-17 13:39:00,56.270389095463000,13,0,0,36.11536281471480,87.19416827494640,13.083660240065500,1.4191926847895200,4,0,1,0,2352,0,0,21,2,0,0,0,4,50
115,40.75336150260420,-73.87285372383750,2023-03-20 14:53:00,73.81407528923570,14,0,0,9.601923144368510,67.49831389927120,19.522406250786500,0.846863179286112,3,0,1,0,6243,0,0,17,6,0,0,0,1,34
116,40.848584236075100,-74.12394785838890,2023-09-17 14:05:00,72.21135362545580,14,6,1,22.89243779556550,59.939298323722500,37.645613405833600,0.4113483455902260,4,1,1,0,10691,1,0,18,3,0,0,0,2,22
117,40.82146883075960,-73.97983829081580,2023-03-22 18:39:00,55.83725899436280,18,2,0,15.131391293445300,86.19407744242980,9.085963553477850,0.009622761939351970,2,0,0,0,13565,0,0,26,1,0,0,0,1,42
118,40.57462802355440,-73.89235098746510,2023-02-16 22:52:00,78.55442801105500,22,3,0,23.483510973668200,51.00559852141050,15.585040694320400,1.4230854618612900,1,0,1,1,27716,0,0,29,2,0,0,0,1,19
119,40.85702359939600,-74.15826795750530,2023-09-21 07:29:00,76.70198709196600,7,3,0,7.706573141381250,61.95054964173350,24.258311021741800,1.6216944394829400,1,0,0,0,20390,1,0,12,2,0,0,0,1,48
120,40.71573689676630,-73.75879181579630,2023-03-30 05:08:00,66.34296497247790,5,3,0,9.160611570110050,53.34368054460560,30.213557180158900,3.4852356458702300,2,0,0,0,29194,1,0,17,2,1,0,0,2,8
121,40.82297606206560,-73.79819823227920,2023-04-15 20:20:00,65.79597862376040,20,5,1,12.568876237834600,85.29923549522090,36.06613546850820,1.404686542134690,5,0,0,0,18206,1,0,18,2,0,0,0,2,2
122,40.858436519969400,-73.94739661321170,2023-11-18 20:06:00,70.54057771115910,20,5,1,18.552748319676600,25.32593087358550,36.61891950294060,4.965059322116160,2,1,1,0,17915,1,0,15,6,0,0,0,2,5
123,40.62720138998880,-73.71643669237040,2023-06-15 13:24:00,56.38296929743740,13,3,0,13.512431134231500,55.07837905777440,31.06560297490490,1.9781716985517600,1,0,1,1,20204,0,0,11,3,0,0,0,3,28
124,40.54402076981110,-73.99111951036250,2023-07-07 10:15:00,65.30031479164080,10,4,0,22.613380407393900,68.08667089698070,9.133233463732420,3.6693703277125900,3,1,0,0,1166,0,0,15,3,0,0,1,2,4
125,40.59117406501680,-73.70794484048180,2023-02-25 13:44:00,43.4761645539082,13,5,1,25.1882623278054,75.43345768955660,0.9923732017026320,0.3210459274274280,5,0,0,0,22310,0,0,26,5,0,0,0,2,36
126,40.6708431154505,-73.86604000059820,2023-01-14 22:06:00,73.76455645502940,22,5,1,22.19704278871750,60.81130532108950,15.350957214225000,3.8666847352474200,4,0,1,1,13523,1,0,18,2,0,0,0,0,1
127,40.827205906369000,-73.88266436337300,2023-10-15 08:36:00,49.385067775581400,8,6,1,29.331513477626100,83.62424208850180,5.661954039512930,2.248745647399110,3,0,0,0,18439,0,1,18,2,0,0,0,0,15
